2020-08-25 05:50:30,908(HH:mm) | INFO |DefaultCamelContext.java 3146 | Apache Camel 2.20.1 (CamelContext: camel-1) is starting
	at org.apache.camel.impl.DefaultCamelContext$2.call(DefaultCamelContext.java:3249)
	at org.apache.camel.impl.DefaultCamelContext$2.call(DefaultCamelContext.java:3245)
	at org.apache.camel.impl.DefaultCamelContext.doWithDefinedClassLoader(DefaultCamelContext.java:3268)
	at org.apache.camel.impl.DefaultCamelContext.doStart(DefaultCamelContext.java:3245)
	at org.apache.camel.support.ServiceSupport.start(ServiceSupport.java:61)
	at org.apache.camel.impl.DefaultCamelContext.start(DefaultCamelContext.java:3168)
	at com.learncamel.file.CopyFilesCamelLogging.main(CopyFilesCamelLogging.java:27)
Caused by: java.lang.ClassNotFoundException: javax.activation.DataHandler
	at java.base/jdk.internal.loader.BuiltinClassLoader.loadClass(BuiltinClassLoader.java:602)
	at java.base/jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(ClassLoaders.java:178)
	at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:521)
	... 23 more
2020-08-29 14:21:24,197 | INFO | DefaultTypeConverter.java 66 | Type converters loaded (core: 191, classpath: 0)
2020-08-29 14:22:12,181 | INFO | DefaultCamelContext.java 3146 | Apache Camel 2.20.1 (CamelContext: camel-1) is starting
2020-08-29 14:22:12,190 | INFO | ManagedManagementStrategy.java 205 | JMX is enabled
2020-08-29 14:22:12,629 | WARN | AnnotationTypeConverterLoader.java 299 | Ignoring converter type: org.apache.camel.converter.AttachmentConverter as a dependent class could not be found: java.lang.NoClassDefFoundError: javax/activation/DataHandler
java.lang.NoClassDefFoundError: javax/activation/DataHandler
	at java.base/java.lang.Class.getDeclaredMethods0(Native Method)
	at java.base/java.lang.Class.privateGetDeclaredMethods(Class.java:3167)
	at java.base/java.lang.Class.getDeclaredMethods(Class.java:2310)
	at org.apache.camel.impl.converter.AnnotationTypeConverterLoader.loadConverterMethods(AnnotationTypeConverterLoader.java:262)
	at org.apache.camel.impl.converter.AnnotationTypeConverterLoader.load(AnnotationTypeConverterLoader.java:130)
	at org.apache.camel.impl.converter.BaseTypeConverterRegistry.loadCoreTypeConverters(BaseTypeConverterRegistry.java:632)
	at org.apache.camel.impl.converter.DefaultTypeConverter.doStart(DefaultTypeConverter.java:58)
	at org.apache.camel.support.ServiceSupport.start(ServiceSupport.java:61)
	at org.apache.camel.util.ServiceHelper.startService(ServiceHelper.java:75)
	at org.apache.camel.impl.DefaultCamelContext.doAddService(DefaultCamelContext.java:1495)
	at org.apache.camel.impl.DefaultCamelContext.addService(DefaultCamelContext.java:1455)
	at org.apache.camel.impl.DefaultCamelContext.getTypeConverter(DefaultCamelContext.java:2576)
	at org.apache.camel.impl.DefaultCamelContext.getTypeConverterRegistry(DefaultCamelContext.java:2599)
	at org.apache.camel.impl.DefaultCamelContext.forceLazyInitialization(DefaultCamelContext.java:4088)
	at org.apache.camel.impl.DefaultCamelContext.doStartCamel(DefaultCamelContext.java:3378)
	at org.apache.camel.impl.DefaultCamelContext.access$000(DefaultCamelContext.java:208)
	at org.apache.camel.impl.DefaultCamelContext$2.call(DefaultCamelContext.java:3249)
	at org.apache.camel.impl.DefaultCamelContext$2.call(DefaultCamelContext.java:3245)
	at org.apache.camel.impl.DefaultCamelContext.doWithDefinedClassLoader(DefaultCamelContext.java:3268)
	at org.apache.camel.impl.DefaultCamelContext.doStart(DefaultCamelContext.java:3245)
	at org.apache.camel.support.ServiceSupport.start(ServiceSupport.java:61)
	at org.apache.camel.impl.DefaultCamelContext.start(DefaultCamelContext.java:3168)
	at com.learncamel.file.CopyFilesCamelLogging.main(CopyFilesCamelLogging.java:27)
Caused by: java.lang.ClassNotFoundException: javax.activation.DataHandler
	at java.base/jdk.internal.loader.BuiltinClassLoader.loadClass(BuiltinClassLoader.java:602)
	at java.base/jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(ClassLoaders.java:178)
	at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:521)
	... 23 more
2020-08-29 14:22:12,689 | INFO | DefaultTypeConverter.java 66 | Type converters loaded (core: 191, classpath: 0)
2020-08-29 14:25:15,152 | INFO | DefaultCamelContext.java 3146 | Apache Camel 2.20.1 (CamelContext: camel-1) is starting
2020-08-29 14:25:15,164 | INFO | ManagedManagementStrategy.java 205 | JMX is enabled
2020-08-29 14:25:15,787 | INFO | DefaultTypeConverter.java 66 | Type converters loaded (core: 192, classpath: 0)
2020-08-29 14:25:16,210 | INFO | DefaultCamelContext.java 3466 | StreamCaching is not in use. If using streams then its recommended to enable stream caching. See more details at http://camel.apache.org/stream-caching.html
2020-08-29 14:25:16,221 | INFO | FileEndpoint.java 104 | Endpoint is configured with noop=true so forcing endpoint to be idempotent as well
2020-08-29 14:25:16,222 | INFO | FileEndpoint.java 110 | Using default memory based idempotent repository with cache max size: 1000
2020-08-29 14:25:16,350 | INFO | DefaultCamelContext.java 4026 | Route: route1 started and consuming from: file://data/input?noop=true
2020-08-29 14:25:16,351 | INFO | DefaultCamelContext.java 3195 | Total 1 routes, of which 1 are started
2020-08-29 14:25:16,360 | INFO | DefaultCamelContext.java 3207 | Apache Camel 2.20.1 (CamelContext: camel-1) started in 1.210 seconds
2020-08-29 14:25:17,416 | INFO | CamelLogger.java 159 | Exchange[ExchangePattern: InOnly, Headers: {breadcrumbId=ID-INHYICLP00280-1598691314276-0-1, CamelFileAbsolute=false, CamelFileAbsolutePath=C:\Users\rk00333040\git\Camel\learncamel-simple-route\data\input\file1.txt, CamelFileLastModified=1598662976691, CamelFileLength=2, CamelFileName=file1.txt, CamelFileNameConsumed=file1.txt, CamelFileNameOnly=file1.txt, CamelFileParent=data\input, CamelFilePath=data\input\file1.txt, CamelFileRelativePath=file1.txt}, BodyType: org.apache.camel.component.file.GenericFile, Body: [Body is file based: GenericFile[file1.txt]]]
2020-08-29 14:25:17,462 | INFO | CamelLogger.java 159 | Exchange[ExchangePattern: InOnly, Headers: {breadcrumbId=ID-INHYICLP00280-1598691314276-0-2, CamelFileAbsolute=false, CamelFileAbsolutePath=C:\Users\rk00333040\git\Camel\learncamel-simple-route\data\input\file2.txt, CamelFileLastModified=1598662976563, CamelFileLength=5, CamelFileName=file2.txt, CamelFileNameConsumed=file2.txt, CamelFileNameOnly=file2.txt, CamelFileParent=data\input, CamelFilePath=data\input\file2.txt, CamelFileRelativePath=file2.txt}, BodyType: org.apache.camel.component.file.GenericFile, Body: [Body is file based: GenericFile[file2.txt]]]
2020-08-29 14:25:21,360 | INFO | DefaultCamelContext.java 3497 | Apache Camel 2.20.1 (CamelContext: camel-1) is shutting down
2020-08-29 14:25:21,362 | INFO | DefaultShutdownStrategy.java 195 | Starting to graceful shutdown 1 routes (timeout 300 seconds)
2020-08-29 14:25:21,371 | INFO | DefaultShutdownStrategy.java 671 | Route: route1 shutdown complete, was consuming from: file://data/input?noop=true
2020-08-29 14:25:21,372 | INFO | DefaultShutdownStrategy.java 260 | Graceful shutdown of 1 routes completed in 0 seconds
2020-08-29 14:25:21,423 | INFO | DefaultCamelContext.java 3588 | Apache Camel 2.20.1 (CamelContext: camel-1) uptime 6.281 seconds
2020-08-29 14:25:21,426 | INFO | DefaultCamelContext.java 3589 | Apache Camel 2.20.1 (CamelContext: camel-1) is shutdown in 0.066 seconds
2020-08-29 14:44:12,935 | INFO | CamelTestSupport.java 243 | ********************************************************************************
2020-08-29 14:44:12,944 | INFO | CamelTestSupport.java 244 | Testing: checkFileExistsInOutputDirectory(com.learncamel.file.CopyFilesRouteTest)
2020-08-29 14:44:12,945 | INFO | CamelTestSupport.java 245 | ********************************************************************************
2020-08-29 14:44:14,078 | INFO | DefaultCamelContext.java 3146 | Apache Camel 2.20.1 (CamelContext: camel-1) is starting
2020-08-29 14:44:14,082 | INFO | DefaultManagementStrategy.java 232 | JMX is disabled
2020-08-29 14:44:14,180 | INFO | DefaultTypeConverter.java 66 | Type converters loaded (core: 192, classpath: 0)
2020-08-29 14:44:14,370 | INFO | DefaultCamelContext.java 3497 | Apache Camel 2.20.1 (CamelContext: camel-1) is shutting down
2020-08-29 14:44:14,439 | INFO | DefaultCamelContext.java 3588 | Apache Camel 2.20.1 (CamelContext: camel-1) uptime 0.356 seconds
2020-08-29 14:44:14,441 | INFO | DefaultCamelContext.java 3589 | Apache Camel 2.20.1 (CamelContext: camel-1) is shutdown in 0.071 seconds
2020-08-29 14:44:14,442 | INFO | CamelTestSupport.java 389 | ********************************************************************************
2020-08-29 14:44:14,443 | INFO | CamelTestSupport.java 390 | Testing done: checkFileExistsInOutputDirectory(com.learncamel.file.CopyFilesRouteTest)
2020-08-29 14:44:14,444 | INFO | CamelTestSupport.java 391 | Took: 1.514 seconds (1514 millis)
2020-08-29 14:44:14,445 | INFO | CamelTestSupport.java 420 | ********************************************************************************
2020-08-29 14:47:04,251 | INFO | CamelTestSupport.java 243 | ********************************************************************************
2020-08-29 14:47:04,259 | INFO | CamelTestSupport.java 244 | Testing: checkFileExistsInOutputDirectory(com.learncamel.file.CopyFilesRouteTest)
2020-08-29 14:47:04,260 | INFO | CamelTestSupport.java 245 | ********************************************************************************
2020-08-29 14:47:05,183 | INFO | DefaultCamelContext.java 3146 | Apache Camel 2.20.1 (CamelContext: camel-1) is starting
2020-08-29 14:47:05,188 | INFO | DefaultManagementStrategy.java 232 | JMX is disabled
2020-08-29 14:47:05,299 | INFO | DefaultTypeConverter.java 66 | Type converters loaded (core: 192, classpath: 0)
2020-08-29 14:47:05,439 | INFO | DefaultCamelContext.java 3497 | Apache Camel 2.20.1 (CamelContext: camel-1) is shutting down
2020-08-29 14:47:05,476 | INFO | DefaultCamelContext.java 3588 | Apache Camel 2.20.1 (CamelContext: camel-1) uptime 0.290 seconds
2020-08-29 14:47:05,476 | INFO | DefaultCamelContext.java 3589 | Apache Camel 2.20.1 (CamelContext: camel-1) is shutdown in 0.037 seconds
2020-08-29 14:47:05,477 | INFO | CamelTestSupport.java 389 | ********************************************************************************
2020-08-29 14:47:05,477 | INFO | CamelTestSupport.java 390 | Testing done: checkFileExistsInOutputDirectory(com.learncamel.file.CopyFilesRouteTest)
2020-08-29 14:47:05,478 | INFO | CamelTestSupport.java 391 | Took: 1.233 seconds (1233 millis)
2020-08-29 14:47:05,478 | INFO | CamelTestSupport.java 420 | ********************************************************************************
